Target,Text,Label
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Der Umgang mit Sans-Papiers ist komplex. Einerseits sollen keine Anreize für die illegale Einreise geschaffen werden, andererseits sollten Personen, die bewiesen haben, dass sie integriert sind und sich ihren Lebensunterhalt verdienen können, belohnt werden und ihre Situation (und die ihrer Kinder) verbessert werden.",FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Die in den letzten Jahren beschlossenen Neuerungen sollten zuerst erprobt und auf ihre Wirksamkeit hin überprüft werden.,AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,"Das Freihandelsabkommen müsste zwingend griffige Mindestbestimmungen in Sachen Ökologie, Tierschutz und Anbaubedingungen beinhalten.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Den Schweizerinnen und Schweizern ist zu wenig bewusst, wie positiv ihr Land im Ausland bewertet wird. Es ist jedoch essenziell, dass wir diesen Vorteil nutzen und bewahren, indem wir vermehrt darauf achten, dass Personen und Unternehmen mit Wurzeln in der Schweiz sich nach hohen ethischen, ökologischen und qualitativen Grundsätzen verhalten.",FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,Dies ist mit der Neutralität der Schweiz schlecht zu vereinbaren. Die Schweiz kann in anderen UNO Gremien und internationalen Organisationen mehr bewegen.,AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Wenn ich sehe wie es in einigen Ländern ausschaut und ist will ich keinen EU-Beitritt. Werden dann an die Kassen gebeten und müssen viel bezahlen auch an korrupte Länder. Ich fahre mit Hilfsgütern nach Rumänien.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Ich bin der Meinung, dass man sich einbürgern lassen soll und dann das Stimm- und Wahlrecht erhält.",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Die Personenfreizügigkeit mit den EU- und EFTA-Staaten ist im wirtschaftlichen Interesse der Schweiz.,AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Die Gleichbehandlung mit legal eingereisten Personen muss gewahrt werden.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Eine rasche Arbeitsintegration senkt die Sozialhilfekosten,FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Weiterhin bilateral, alles andere hat beim Volk sowieso keine Chance.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wer so lange hier lebt, soll auch mitbestimmen können. Noch besser wäre es, wenn wir Einbürgerungen weniger restriktiv handhaben würden.",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Menschen, welche seit Jahren in der Schweiz wohnen und arbeiten, sollen auch hier bleiben dürfen. Zudem beteiligen sie sich dann auch mit Steuern am Staat.",FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Wo sinnvoll möglich. Dies sollte soweit wie möglich auf Gemeindeebene passieren.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Zielführender ist jedoch eine einfachere Einbürgerungspraxis,FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Nur bei Einhaltung der Menschenrechte und Gewährleistung von schweizer Produktionsstandards,AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die Einwanderung ist bei weitem nicht das grösste Problem. Allein deswegen die gesamten Verträge aufs Spiel zu setzen, sehe ich als problematisch.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Dieser Papierkrieg dauert viel zu lange. Wir sollten daran arbeiten, betroffene Personen schneller abzuklären und zu entscheiden, was wir mit Ihnen tun können.",FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Sie sollen auf jeden Fall früher arbeiten dürfen und können.,FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Es gibt schon jetzt eine Überflutung des bestehenden Markts.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Der Bund muss vor allem die Rahmenbedingungen schaffen, damit eine einfache Integration besser möglich ist. Die Integration selber sollte je doch einem Bedürfnis der Ausländer-/innen entsprechen und aus einer intrinsischen Motivation heraus geschehen.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Ich hätte mir einen wirtschaftsfreundlicheren Gegenvorschlag zur Konzernverantwortungsinitiative, gewünscht.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Vielleicht besser: und fünf Jahre wohnhaft in der selben Gemeinde.,FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,"schweizerische Gegebenheiten berücksichtigern, z.B. Landwirtschaft",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Sie sind ein sozialer Teil der Gesellschaft und Steuerzahler*innen.
Das Wahlrecht könnte von mir aus auch schon früher ""Ausländer*innen"" zur verfügung stehen.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Ausländerinnen und Ausländer engagieren sich auf Gemeindeebene häufig genauso sehr wie Schweizer Bürgerinnen und Bürger. Zumindest in diesem engen Wirkungskreis ist es nur fair, wenn diesen auch ein Mitbestimmungsrecht zukommt.",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Die momentane Situation der Sans-Papiers ist unhaltbar. Zudem wäre es sowohl sicherheits- als auch migrationspolitisch gesehen sinnvoll, diesen Menschen zumindest eine Registrierungsmöglichkeit zu bieten.",FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Ein Freihandelsabkommen mit den USA wäre wünschenswert. Von einem solchen Freihandelsabkommen müsste aber beispielsweise der Gentech-Bereich möglichst ausgenommen sein.,FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die Konzernverantwortungsinitiative führt zu einer Beweislastumkehr sowie zu diversen weiteren schwierigen rechtlichen Fragestellungen. Die Initiative zielt zwar in die richtige Richtung, ist aber zu extrem formuliert und juristisch gesehen nur sehr schwer umzusetzen.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Die Frage ist relativ unklar gestellt, insbesondere wird nicht ersichtlich, ob mehr finanzielle Ressourcen für die Integration verwendet werden sollen und auf welcher staatlichen Ebene diese Massnahmen erfolgen und finanziert werden sollen (Bund, Kantone oder Gemeinden). Die CVP unterstützt diverse Integrationsmassnahmen, beispielsweise die Förderung von sprachlichen Kompetenzen.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die CVP befürwortet einen Gegenvorschlag unter folgenden Bedingungen: Er muss erstens so ausgestaltet sein, dass er wirtschaftlich vertretbar ist und einen Rückzug der Initiative zur Folge hat.",FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Das Problem ist weniger, dass das Asylrecht zu larsch ist, sondern dass die Bestimmungen oft nicht angewendet werden. Die Regierung im Verein mit den Gerichten will die Einwanderung und verweigert deshalb oft schlicht die Ausschaffung von rechtlich abzuweisenden Asylbewerbern",FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Wer auch nur entfernt mit Asylanten zu tun hat, erkennt, dass das Asylrecht teilweise bereits sehr scharf ist und deshalb an vielen Stellen unnötig problematische Situationen erzeugt. Davon brauchts nicht noch mehr, eher sollten Hürden abgebaut werden, damit Asylanten eine menschgerechte Aufnahme finden können.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Eine Eingliederung in die Kultur der Schweiz als Gastgeberland muss gewährleistet sein.,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Es gibt bereits gute Möglichkeiten. Der Bund sollte aber beobachten, inwiefern Ausländer überhaupt bereit sind, sich zu integrieren. Und falls dies offensichtlich nicht der Fall ist, muss dies auch konsequent angesprochen werden.",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Es ist beides wichtig. Es muss jedoch möglich sein, dass die unabhängige Schweiz selbstständig über die Zuwanderung bestimmen kann, ohne gleich jegliche Verträge mit der EU zu kündigen.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Die Einbürgerung bei Ausländer/-innen, welche seit mehr als 10 Jahre in der Schweiz leben, sollte keine Kostenfrage mehr sein. Ich befürworte die erleichterte Einbürgerung.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Ich befürworte den Gegenvorschlag des Nationalrates.,FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Aktuell hat für mich der bilaterale Weg und dessen langfristige Sicherunge mit dem institutionellen Abkommen Priorität. Sollte dieser scheitern, müssen mittel-/langfristig alle Optionen gegeinander abgewogen werden und darf die Aufnahme von Beitrittsverhandlungen mit der EU keine Tabu-Thema sein.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Ich befürworte den Gegenvorschlag des Parlaments, der eine Sorgfaltsprüfungspflicht vorsieht und sich an den bewährten internationalen Regeln von UNO und OECD orientiert.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Das fördert die Integration, weil man sich so eher für die Belange der Gemeinde interessiert.",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Die Schweiz ist ein kleines Land. Die EU sollte die Schweiz nicht erpressen damit!,FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Kommt drauf an, wenn man sich Mühe gegeben hat, sich zu integrieren, dann schon!",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Je nach Ressourcen finde ich Integrationsmaßnahmen sinnvoll.,FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Für Sans-Papiers, die ohne eigenes Verschulden ihre Ausweise verloren haben wäre das zwar hilfreich. Viele würden aber nur vorgeben, keine Papiere zu haben. Das System würde so ausgenützt, um Asyl zu erhalten, ohne dass man tatsächlich in einer Notlage ist.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"In den letzten vier Jahren wurde es derart stark verschärft, dass jetzt eher wieder eine Lockerung fair wäre.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Wenn Schweizer Firmen im Ausland zusammen mit korrupten Regierungen Gewinne machen auf Kosten der örtlichen Bevölkerung, haben diese ein Recht, sich zu wehren.
Dass Schweizer Gerichte dafür zuständig sind verhindert, dass Firmen verurteilt werden, wenn ausländische Konkurrenten sie unbegründet anklagen.",FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,Die Schweiz ist international ein wichtiger Partner in der Friedensförderung. Mit einem Einsitz im Sicherheitsrat können wir diese Rolle stärken.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Lieber faire und einheitliche Einbürgerungsverfahren und die Möglichkeit einer Doppelbürgerschaft fördern. (Ich bin selber Finnisch-Schweizerische Doppelbürgerin),AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Besonders wenn Kinder / Jugendliche betroffen sind.,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Das revidierte Asylgesetz fördert die Integration und soll nun umgesetzt werden.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Trotz des vehementen Widerstands vieler konservativer Gemeinden sehe ich das Stimmrecht auf Gemeindeebene als ein potenzielles Werkzeug zur Förderung der Integration. Dadurch gibt man ausländischen MitbürgerInnen das Zeichen, dass man ihre Meinung wertschätzt und ernst nimmt. Bei grossem Interesse an politischen Prozessen auf Kantons- und Bundesebene könnte so auch der Anreiz eines Einbürgerungsantrags erhöht werden.",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die bilateralen Verträge regeln zahllose Übereinkünfte zwischen der Europäischen Union und der Schweiz. Eine Kündigung derselben würde nicht nur viele rechtliche Unklarheiten schaffen, sondern wären auch ein Schlag ins Gesicht der EU, dem mit Abstand wichtigsten Wirtschaftspartner der Schweiz.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Sans Papier befinden sich oft in einer schwierigen Rechtslage, dieser Umstand wird verschärft dass einige nicht mal aus ihrem Heimatland gültige Reisepapiere haben. Es muss ein klarer Aufenthaltsstatus geschaffen werden und man muss die Betroffenen umfänglich über ihre Rechte und Pflichten innerhalb der Schweiz informiert werden.",FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Ich wünsche mir europaweit die Wiedereinführung des Botschaftsasyls, sowie die Schaffung legaler Fluchtwege um weitere unnötige Tote im Mittelmeer zu verhindern. Jeder Mensch hat ein Recht auf Leben, Schutz, Würde und Sicherheit und trotz stark rückläufiger Asylentscheide in der Schweiz sind diese Rechte noch nicht gegeben.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Ich würde eine Abkehr von historischen vermehrt hin zu rechtlichen und politischen Prozessen innerhalb von standardisierten Tests begrüssen. Die oben schon erwähnten Rechte und Pflichte in der Schweiz, sowie gewisse Fähigkeiten in einer der Landessprachen und grundlegende Kenntnisse über rechtliche und politische Prozesse genügen völlig. Wenn man bei den Anforderungen über die Strenge schlägt, verkommen Einbürgerungen zur Schikane.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,AusländerInnen finde ich eine etwas ungenaue Bezeichnung. Für Asylanten sollte es bundesweit umfassende Integrationsbestrebungen bspw. in der Form von Sprach- oder Rechtskursen geben.,FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"In der Vergangenheit stand ich einem EU-Beitritt kritisch gegenüber. Auch heute bin ich noch nicht völlig davon überzeugt, allerdings sollte man sich diese Möglichkeit offen halten. Die EU hat, auch wenn sie gerne dämonisiert wird, sehr viel Gutes in und für Europa getan. Sie hat sich als Garant für europäischen Frieden und relative Stabilität herausgestellt. Die Darstellungen der Europäischen Union als gesichtsloses bürokratisches Monstrum sind vollkommen unsachlich und bar jeder Realität.",FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,"Auch wenn Freihandel unter Partnern auf gleicher Höhe etwas Gutes sein kann, bleiben gerade bei den USA viele Fragen offen. Sollte ein Freihandelsabkommen angestrebt werden braucht es Garantien für die Einhaltung von Menschenrechten, Umweltstandards und Rechtsstaatlichkeit in allen beteiligten Ländern, zwei Kriterien die bei den USA nicht garantiert werden können.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die Einhaltung der Menschenrechte sollte eigentlich eine Selbstverständlichkeit sein, dass sie dies nicht sind zeigt klar wie nötig eine solche Verschärfung ist. Gleich verhält es sich für Umweltstandards, es kann nicht sein dass Unternehmen mit Sitz in der Schweiz hier mit ""Greenwashing"" auf nachhaltig machen, während sie in anderen Ländern selbst elementarste Umweltstandards übertreten.",FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,Mit einem Sitz im UNO-Sicherheitsrat könnte die Schweiz ihre internationale Position als Verhandlerin zwischen Konfliktparteien stärken und endlich mehr und aktiver Einfluss auf die Politik der Vereinten Nationen nehmen und sich für die Friedenssicherung auf der ganzen Welt einsetzen.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Inhaltlich befürworte ich diese Stossrichtung, es gehört aber in die Kompetenz der Gemeinden und soll nicht auf Bundesebene geregelt werden.",FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Das bestehende Asylrecht funktioniert, es muss nur konsequent um- und durchgesetzt werden.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Die erfolgreiche Integration ist im Interesse aller, aber primär eine Aufgabe des Ausländers.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die heutigen Haftungsregeln genügen, müssen aber konsequent umgesetzt werden.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Die bestehenden Regeln müssten einfach einheitlich umgesetzt werden.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Für mich sollte am Ende eines erfolgreichen Integrationsprozesses die Einbürgerung stehen und nicht die Einführung des Stimm- und Wahlrechts. Das Stimm- und Wahlrecht ist für mich untrennbar mit der Staatsbürgerschaft verknüpft. Ich bin allerdings dafür, die Kriterien für die Einbrügerungen zu lockern. Insbesondere sind die heutigen Wohnsitzfristen zu lange. Der Grad der Integration lässt sich nicht an einer Jahreszahl ablesen!",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die bilateralen Verträge sind für uns als Binnenland von enormer Bedeutung. Dies nicht nur für die Wirtschaft, sondern auch für uns als Arbeitnehmerinnen und Arbeitnehmer, sind wir doch auf attraktive Arbeitsplätze angewiesen.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Für mich sollte am Ende eines erfolgreichen Integrationsprozesses die Einbürgerung stehen. Ich spreche mich für eine gewisse Lockerung auf. Insbesondere sind die heutigen Wohnsitzfristen zu lange. Der Grad der Integration lässt sich nicht an einer Jahreszahl ablesen!,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Leider lässt die Frage viel Spielraum offen, welche Form der Unterstützung gemeint ist. Es ist eine Notwendigkeit, dass Bund und Kantone die Ausländer/-innen beispielsweise beim Erwerb von Sprachkompetenzen unterstützen und fördern. Zielt die Frage aber insbesondere auf die finanzielle Unterstützung ab, so würde ich sie mit ""Nein"" beantworten. Dies würde möglicherweise zu Fehlanreizen führen.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die Initiative geht sehr weit und durchbricht in gewissem Masse das bewährte Territorialitätsprinzip im Strafrecht. Ein ausgewogener Gegenvorschlag zur Initiative, der wirtschaftlich vertretbar ist, wäre jedoch kein verkehrter Ansatz.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,Diese Frage ist unsinnig gestellt. Eine Verschärfung kann in einigen Bereichen Sinn machen und in anderen nicht.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Grundsätzlich ja, aber das soll die Gemeinde abschliessend entscheiden können",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Weshalb sollten sie gegenüber Asylsuchenden bevorteilt werden ?,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Grundsätzlich ist Integration Aufgabe der Ausländer. Im Hinblick auf rasche Arbeitsintegration von Asylsuchenden mit Bleiberecht aber sinnvoll,AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Grundidee ist gut. Aber es braucht internationale Standards. Diese sind auch in der Schweiz konsequent umzusetzen.,AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Der Bund sollte aber seine Anstrengungen verstärken, Personen, denen keine Asyl erteilt wird, in ihre Heimatländer zurück zu führen.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Es gibt bereits Unterstützungsangebote. Ob weitere erforderlich sind, ist von den Kantonen und Gemeinden auf Grund der lokalen Situation zu bestimmen.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Ja, wenn sie sich in den 10 Jahren entsprechend integriert haben.",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Die bereits geltenden Gesetzte sollten konsequenter umgesetzt werden, statt immer mehr Regelungen aufgestellt werden.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Ein EU-Beitritt steht bei mir nicht zur Diskussion,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Integration geschieht durch Partizipation: Wer hier lebt soll mitreden, mitbestimmen, mitgestalten dürfen.",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Die bilateralen Verträge sind für die Wirtschaft von grösster Bedeutung und deshalb zu schützen. Ausserdem sind wir auf einwandernde Fachkräfte angewiesen.,AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Es braucht effiziente Massnahmen zur Regelung des Aufenthaltsstatus.,FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Asylbeantragende befinden sich in Notlagen. Ihnen gebührt Zuflucht, Respekt und Unterstützung auf effizientem, solidarischem Wege.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Integration ist ein wechselseitiger Prozess und bedarf der staatlichen Unterstützung.,FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Ich unterstütze die Konzernverantwortungsinitiative - Menschenrechte und Umweltstandards sollen auch ausserhalb der Schweiz gelten!,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Ich wäre sogar für 5 Jahre als Grenze und auch auf Kantons- und Bundesebene,FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Das Asylrecht in der Schweiz ist schon sehr streng, ich fordere eine Lockerung, besonders schnellere Asylverfahren und Arbeitsbewilligungen!",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Die Anforderungen sind schon extrem hoch. Ich bin der Meinung, dass alle Menschen die in der Schweiz geboren werden, automatisch den Schweizerpass bekommen sollten. Es kann nicht sein, dass Personen in der 3. Generation ohne Bezug zum Herkunftsland ihrer Grosseltern immer noch nicht Schweizer Bürger und Bürgerinnen sind!",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Besonders bei den Aus- und Weiterbildungen sollte stärker unterstützt werden. Es sollte auch vereinfacht werden für AusländerInnen im selben Berufsfeld arbeiten zu können wie in ihrem Herkunftsland.,FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Die EU ist im Prinzip eine sinnvolle Idee, so wie sie aber zur Zeit organisiert ist (Undemokratisch) würde ich keinem Beitritt zustimmen. Die EU muss sich massiv reformieren!",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Jedes Unternehmen hat auch soziale Verantwortung, wenn diese nicht eingehalten wird, sollten harte Sanktionen die folge sein.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Grundsätzlich stehe ich dem positive gegenüber, eine Prüfung der Integration muss aber zwingend vorgängig stattfinden. Die Regelung ist aber zwingend auf kantonaler und Gemeindeebene anzusiedeln.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Warum soll jemand, der die Schweiz noch nie betreten hat, aber seit seiner Geburt das Schweizer Bürgerrecht besitzt, mehr zu sagen haben, als jemand, der sein ganzes Leben in der Schweiz verbrachte, aber das Pech hatte, nicht in eine Schweizer Familie geboren zu sein?",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Was sollen wir sonst mit Sans-Papiers machen.Sie verschwinden ja nicht automatisch...,FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Die bessere Lösung ist es, den Grund für die Migration zu beheben. Die bedeutet, sämtliche kriegerischen Tätigkeiten sofort einzustellen und die Ausplünderung dieser Länder zu beenden. Die Massenmigration wird nur dann beendet, wenn die Verhältnisse im Heimatland keine Migration erzwingen. Bestes Beispiel ist die Schweiz: Als Armenhaus von Europa war die Schweiz ein Auswanderungsland (mehrheitlich in die USA). Da die Menschen allerdings hier eine Zukunft haben, endete diese Auswanderungswelle!",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Die EU als imperialistisches Konstrukt tut alles, um den aktuellen, unannehmbaren Status quo aufrecht zu erhalten. Allerdings ist die Schweiz ohne EU-Mitgliedschaft international so unbedeutend, dass sie fast verpflichtet ist, EU-Recht zu übernehmen. Bei einem Beitritt könnte die Schweiz wenigstens mitreden.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Nur weil die Unternehmen die Menschen und die Umwelt im Ausland ausbauten/zerstören, heisst das nicht, dass sie dies nicht tun. Wenn die Schweiz tatsächlich eine humanitäre Tradition hat, so gilt es diese Rechte auf der ganzen Welt zu ahnden!",FAVOR
